,school name,federal loan rate,t9 cost for public schools,t9 cost for private schools,tuition revenue per full time enrollment,tuition cost for in state students,part time student retention rate for 4y,full time students <4y,full time students in 4y,cost of attendance w fam other expenses,compl rate for <4y (white),compl rate for <4y (2 or more races),compl rate for <4y (hawaiian/pac islander),compl rate for <4y (hispanic),compl rate for <4y (black),compl rate for <4y (american indian),compl rate less than 4y (american indian),compl rate for 4y (white),compl rate for 4y (2 or more races),compl rate for 4y (hawaiian/pac islander),compl rate for 4y (hispanic),compl rate for 4y (black),compl rate for 4y (asian),compl rate for 4y (american indian),1st-time fulltime compl 4y (2y avg),1st-time fulltime compl 4y,id,latitude,longitude
331,Los Angeles Pierce College,0.0223,475.0,0.0,884.0,1238.0,0.0,0.7316,0.0,4275.0,0.5331,0.3962,0.0,0.2868,0.2917,0.5028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117706,34.183949,-118.575071
332,Los Angeles Southwest College,0.0115,55.0,0.0,596.0,1238.0,0.0,0.5505,0.0,4275.0,0.0,0.1667,0.0,0.1535,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117715,33.929586,-118.304674
333,Los Angeles Trade Technical College,0.0081,183.0,0.0,692.0,1238.0,0.0,0.5793,0.0,4275.0,0.2,0.1667,0.0,0.2004,0.1579,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117724,34.031907,-118.269447
334,Los Angeles Valley College,0.0091,385.0,0.0,717.0,1238.0,0.0,0.7182,0.0,4275.0,0.3852,0.3929,0.0,0.2713,0.2121,0.4865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117733,34.175165,-118.421734
335,The Master's University and Seminary,0.4008,0.0,162.0,13338.0,28870.0,1.0,0.0,0.8313,3276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397,0.5385,0.0,0.8824,0.4,0.6667,0.0,0.6785,0.7164,117751,34.381755,-118.518193
336,Los Angeles City College,0.0265,362.0,0.0,923.0,1238.0,0.0,0.5818,0.0,4275.0,0.3256,0.2941,0.0,0.2079,0.1714,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117788,34.087301,-118.292169
337,Los Angeles County College of Nursing and Allied Health,0.24,0.0,0.0,3857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117803,34.062647,-118.211852
338,Los Angeles Mission College,0.008,165.0,0.0,690.0,1238.0,0.0,0.6637,0.0,4275.0,0.1034,0.2,0.0,0.1988,0.2,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117867,34.314668,-118.4195
339,Los Medanos College,0.0072,247.0,0.0,797.0,1312.0,0.0,0.7165,0.0,4788.0,0.3743,0.3269,0.6667,0.3511,0.2931,0.4194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117894,38.006474,-121.860967
340,Loyola Marymount University,0.3198,0.0,566.0,36253.0,53526.0,0.8919,0.0,0.8647,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082,0.6967,1.0,0.7942,0.7579,0.8429,0.0,0.8069,0.7877,117946,33.97085,-118.415744
341,Lu Ross Academy,0.5092,0.0,16.0,7808.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117955,34.278034,-119.293952
342,Lyle's College of Beauty,0.2133,0.0,3.0,11002.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118134,35.386539,-119.02387
343,Lyle's College of  Beauty,0.3086,0.0,8.0,5715.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118143,36.836265,-119.774167
344,Lytles Redwood Empire Beauty College,0.3617,0.0,8.0,74658.0,0.0,0.0,0.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118161,38.508385,-122.75777
345,MTI College,0.3679,0.0,54.0,10741.0,0.0,0.0,0.7736,0.0,0.0,0.732,0.9167,0.0,0.6418,0.4286,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118198,38.661377,-121.342568
346,College of Marin,0.0053,70.0,0.0,1111.0,1494.0,0.0,0.7015,0.0,7074.0,0.3962,0.45,0.5,0.2951,0.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118347,37.954897,-122.549149
347,Marymount California University,0.4738,0.0,49.0,18669.0,36908.0,0.0,0.0,0.6273,2756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889,0.2727,0.0,0.5222,0.2917,0.3077,0.0,0.3521,0.3945,118541,33.734887,-118.333371
348,Mendocino College,0.0153,42.0,0.0,690.0,1423.0,0.0,0.5981,0.0,5527.0,0.35,0.0,0.0,0.1429,0.2,0.375,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118684,39.188989,-123.228809
349,Menlo College,0.4794,0.0,104.0,18485.0,47425.0,0.5,0.0,0.7104,2394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737,0.7143,0.0,0.6429,0.5833,0.6111,0.0,0.5419,0.5497,118693,37.453475,-122.190797
350,Merced College,0.0022,592.0,0.0,556.0,1180.0,0.0,0.6023,0.0,4275.0,0.2845,0.16,0.0,0.235,0.0625,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118718,37.3353,-120.476464
351,Merritt College,0.0033,32.0,0.0,1260.0,1167.0,0.0,0.5013,0.0,6789.0,0.25,0.0,1.0,0.2222,0.1429,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118772,37.789088,-122.167335
352,Mills College,0.4926,0.0,89.0,18343.0,30950.0,0.2857,0.0,0.6204,4178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.7,0.0,0.6053,0.8571,0.7333,0.0,0.6472,0.6403,118888,37.781425,-122.182294
353,MiraCosta College,0.0161,417.0,0.0,857.0,1152.0,1.0,0.0,1.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3972,0.2821,0.3333,0.3255,0.2,0.4268,0.5,0.357,0.3587,118912,33.190483,-117.302606
354,Mission College,0.0025,98.0,0.0,1222.0,1204.0,0.0,0.7551,0.0,5274.0,0.4324,0.45,0.0,0.2878,0.2727,0.4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118930,37.391935,-121.980783
355,Modern Beauty Academy,0.3333,0.0,7.0,2778.0,0.0,0.0,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118958,34.195384,-119.181423
356,Modesto Junior College,0.0001,518.0,0.0,579.0,1182.0,0.0,0.0,0.0,4844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.1658,0.1905,0.3068,0.1667,0.2137,0.2256,118976,37.651056,-121.009792
357,Moler Barber College,0.4041,0.0,63.0,7244.0,0.0,0.0,0.6833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118994,37.827075,-122.265352
358,Middlebury Institute of International Studies at Monterey,0.3846,0.0,0.0,22058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119058,36.599736,-121.897325
359,Monterey Peninsula College,0.0095,179.0,0.0,833.0,1178.0,0.0,0.671,0.0,4545.0,0.3475,0.3784,0.2,0.3071,0.1818,0.4118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119067,36.590558,-121.884931
360,Moorpark College,0.0066,394.0,0.0,1074.0,1398.0,0.0,0.7665,0.0,4163.0,0.465,0.4459,0.5,0.3793,0.25,0.5448,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119137,34.301146,-118.834528
361,Mt San Antonio College,0.0037,1030.0,0.0,713.0,1352.0,0.0,0.7739,0.0,3843.0,0.4292,0.4211,0.5,0.3492,0.3548,0.5709,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119164,34.047764,-117.846629
362,Mount Saint Mary's University,0.7046,0.0,321.0,22501.0,45388.0,0.3333,0.0,0.7405,6382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,0.3333,0.0,0.595,0.5,0.6667,0.0,0.5895,0.5895,119173,34.085315,-118.482879
363,Mt San Jacinto Community College District,0.0004,536.0,0.0,617.0,1406.0,0.0,0.6606,0.0,4700.0,0.3525,0.3077,0.0,0.2664,0.2371,0.505,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119216,33.806748,-116.971169
364,Musicians Institute,0.2688,0.0,30.0,16843.0,24795.0,0.4,0.0,0.4857,4266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697,0.4667,1.0,0.5161,0.2222,0.75,0.0,0.5156,0.5356,119270,34.101265,-118.337582
365,Napa Valley College,0.0061,141.0,0.0,885.0,1150.0,0.0,0.7126,0.0,4275.0,0.3871,0.4211,0.0,0.3418,0.15,0.3611,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119331,38.274081,-122.274381
366,National Holistic Institute,0.7472,0.0,363.0,11742.0,0.0,0.0,0.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119553,37.841898,-122.287672
367,National University,0.2546,0.0,2.0,13219.0,13320.0,0.3587,0.0,0.5,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.5714,1.0,0.0,0.0,0.4667,0.4667,119605,32.909894,-117.243026
368,Naval Postgraduate School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119678,36.597159,-121.874248
369,Newschool of Architecture and Design,0.4986,0.0,25.0,18139.0,29427.0,0.3333,0.0,0.5909,10794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,1.0,0.0,0.4444,0.0,1.0,0.0,0.4831,0.537,119775,32.71331,-117.153305
370,North Adrian's College of Beauty Inc,0.3826,0.0,63.0,9730.0,0.0,0.0,0.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119951,37.677778,-120.992753
371,North-West College-Pomona,0.699,0.0,158.0,14274.0,0.0,0.0,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120069,34.062043,-117.751227
372,North-West College-West Covina,0.6658,0.0,242.0,15048.0,0.0,0.0,0.6859,0.0,0.0,0.5625,0.5714,0.0,0.6527,0.5,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120078,34.072071,-117.949583
373,North-West College-Van Nuys,0.5401,0.0,113.0,14914.0,0.0,0.0,0.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120087,34.189497,-118.450184
374,San Francisco Bay University,0.0,0.0,0.0,10530.0,8720.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.2667,120166,37.477991,-121.925953
375,Notre Dame de Namur University,0.5118,0.0,0.0,17384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273,0.5,0.75,0.5412,0.4545,0.56,0.0,0.5158,0.5465,120184,37.517111,-122.284794
376,Occidental College,0.3279,0.0,218.0,27914.0,58426.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8519,0.8718,1.0,0.7802,0.875,0.7714,0.0,0.8329,0.8291,120254,34.127124,-118.210908
377,Ohlone College,0.0051,166.0,0.0,1186.0,1196.0,0.0,0.8178,0.0,4524.0,0.5588,0.5122,0.3333,0.3989,0.2857,0.6455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120290,37.52773,-121.916339
378,Orange Coast College,0.0153,719.0,0.0,1086.0,1198.0,0.0,0.7265,0.0,4275.0,0.4965,0.5,0.6667,0.2869,0.2143,0.5484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120342,33.66927,-117.909086
379,Otis College of Art and Design,0.4738,0.0,121.0,25693.0,50950.0,1.0,0.0,0.6968,3268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364,1.0,0.0,0.75,0.7692,0.74,0.0,0.711,0.6859,120403,33.956607,-118.416615
380,Oxnard College,0.0071,323.0,0.0,679.0,1398.0,0.0,0.6825,0.0,4163.0,0.3,0.3125,0.2857,0.3291,0.3077,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120421,34.166104,-119.157604
381,Hope International University,0.7915,0.0,74.0,9914.0,35450.0,0.4444,0.0,0.7638,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235,0.5263,0.0,0.2759,0.5,1.0,0.5,0.449,0.4196,120537,33.87616,-117.88573
382,Concorde Career College-San Diego,0.68,0.0,170.0,17343.0,0.0,0.0,0.8036,0.0,0.0,0.7429,1.0,0.0,0.7723,0.5185,0.8462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120661,32.702814,-117.102845
383,Palo Alto University,0.5132,0.0,0.0,27049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120698,37.382216,-122.187437
384,Pacific Oaks College,0.7903,0.0,0.0,23473.0,11692.0,0.0,0.0,0.0,7504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120768,34.153382,-118.151323
385,Pacific School of Religion,0.0,0.0,0.0,10932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120795,37.87669,-122.263155
386,Pacific States University,0.0,0.0,0.0,8789.0,7380.0,0.0,0.0,1.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.75,120838,34.061315,-118.298408
387,Pacific Union College,0.6429,0.0,118.0,16952.0,32103.0,0.0,0.0,0.6574,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4038,0.4167,0.75,0.3803,0.1667,0.5082,1.0,0.4615,0.396,120865,38.570585,-122.440308
388,University of the Pacific,0.4299,0.0,469.0,32783.0,52352.0,0.2857,0.0,0.8576,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6533,0.7179,0.6,0.6667,0.5769,0.7417,0.7143,0.6979,0.6949,120883,37.981424,-121.312301
389,Palo Verde College,0.0,8.0,0.0,395.0,1288.0,0.0,0.4609,0.0,9081.0,0.1818,0.0,0.0,0.439,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120953,33.661538,-114.651698
390,Palomar College,0.0047,633.0,0.0,974.0,1344.0,0.0,0.6683,0.0,4274.0,0.3604,0.25,0.1429,0.2284,0.2188,0.4877,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120971,33.149483,-117.183978
391,Pasadena City College,0.0047,1253.0,0.0,1201.0,1212.0,0.0,0.7499,0.0,4163.0,0.4845,0.386,0.0,0.2971,0.2375,0.6458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121044,34.144552,-118.118196
392,Pepperdine University,0.3541,0.0,413.0,28457.0,59702.0,0.3846,0.0,0.8903,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8251,0.8611,1.0,0.8431,0.9231,0.8462,0.75,0.8557,0.8295,121150,34.037786,-118.707077
393,Pitzer College,0.244,0.0,69.0,42755.0,57978.0,0.7143,0.0,0.8664,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512,0.9048,0.0,0.9412,0.8667,0.9143,1.0,0.8579,0.8839,121257,34.104107,-117.706675
394,Platt College-San Diego,0.3958,0.0,9.0,20112.0,16378.0,0.0,0.0,0.0,13356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,1.0,0.0,1.0,0.5,0.0,0.0,0.6857,0.8182,121275,32.76373,-117.063483
395,Point Loma Nazarene University,0.5003,0.0,341.0,21300.0,39500.0,0.0,0.0,0.8429,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7358,0.6667,0.8889,0.7267,0.7273,0.7778,0.5,0.724,0.7274,121309,32.718391,-117.250265
396,Pomona College,0.0383,0.0,97.0,21561.0,56686.0,0.0,0.0,0.9066,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9015,0.8077,1.0,0.9437,0.9744,0.9483,0.0,0.9352,0.9298,121345,34.099027,-117.714556
397,Porterville College,0.0,188.0,0.0,327.0,1409.0,0.0,0.6148,0.0,4275.0,0.3462,0.1818,0.0,0.3491,0.5,0.5833,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121363,36.049256,-119.014368
398,Professional Institute of Beauty,0.2922,0.0,9.0,4587.0,0.0,0.0,0.8167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121433,34.075561,-118.039028
399,Santa Ana College,0.0044,444.0,0.0,610.0,1180.0,1.0,0.0,0.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944,0.4545,0.0,0.2392,0.2353,0.5222,0.0,0.2845,0.2785,121619,33.759309,-117.887558
400,Pardee RAND Graduate School,0.0,0.0,0.0,10258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121628,34.00973,-118.490655
401,Shasta School of Cosmetology,0.0,0.0,7.0,2084.0,0.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121637,40.597114,-122.387248
402,University of Redlands,0.569,0.0,442.0,16487.0,54066.0,0.7143,0.0,0.7744,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977,0.6667,0.75,0.7,0.5556,0.6667,0.5,0.7047,0.6941,121691,34.064218,-117.163218
403,College of the Redwoods,0.0429,88.0,0.0,802.0,1147.0,0.0,0.5286,0.0,3256.0,0.2565,0.1739,0.0,0.198,0.1176,0.1905,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121707,40.698427,-124.195293
404,Salon Success Academy-Upland,0.5484,0.0,22.0,12405.0,0.0,0.0,0.6297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121859,34.108247,-117.631783
405,Salon Success Academy-Corona,0.57,0.0,26.0,9029.0,0.0,0.0,0.8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121868,33.847649,-117.535638
406,Rio Hondo College,0.0024,506.0,0.0,205.0,1388.0,0.0,0.0,0.0,3276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.3333,0.0,0.225,0.0,0.525,0.0,0.2263,0.2407,121886,34.019821,-118.033506
407,Riverside City College,0.0073,1015.0,0.0,784.0,1420.0,0.0,0.6706,0.0,4276.0,0.4693,0.2857,0.1818,0.3003,0.2168,0.4667,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121901,33.970918,-117.384323
408,Dongguk University Los Angeles,0.0,0.0,0.0,7373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122117,34.06597,-118.289523
409,Sacramento City College,0.0329,555.0,0.0,557.0,1288.0,0.0,0.6529,0.0,4274.0,0.3148,0.2653,0.1538,0.2095,0.1469,0.3095,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122180,38.541096,-121.491139
410,Saddleback College,0.0062,171.0,0.0,1400.0,1332.0,0.0,0.7376,0.0,4844.0,0.4905,0.4875,0.0,0.4012,0.4074,0.5684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122205,33.553346,-117.665584
411,Samuel Merritt University,0.572,0.0,0.0,34383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122296,37.82029,-122.266331
412,San Diego City College,0.0067,226.0,0.0,648.0,1144.0,0.0,0.6264,0.0,4276.0,0.3375,0.1613,0.3333,0.2169,0.2464,0.25,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122339,32.717403,-117.152733
413,San Diego Mesa College,0.0094,301.0,0.0,546.0,1144.0,0.0,0.0,0.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3573,0.2353,0.5333,0.2321,0.1951,0.542,0.3333,0.2981,0.3077,122375,32.803825,-117.169165
414,San Diego Miramar College,0.0047,108.0,0.0,552.0,1144.0,0.0,0.7367,0.0,4276.0,0.4791,0.44,0.2222,0.2864,0.3103,0.5686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122384,32.909757,-117.120261
415,San Diego State University,0.1966,1654.0,0.0,6662.0,8136.0,0.7475,0.0,0.8945,3959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7937,0.7155,0.8333,0.7486,0.7426,0.8209,0.5789,0.7605,0.7615,122409,32.77525,-117.071228
416,University of San Diego,0.327,0.0,411.0,29522.0,52864.0,0.8571,0.0,0.8781,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8143,0.7321,0.5,0.8158,0.6809,0.85,0.7143,0.8025,0.8002,122436,32.770816,-117.192073
417,San Francisco Art Institute,0.1923,0.0,0.0,42361.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813,0.375,0.0,0.2778,0.25,0.1667,0.0,0.3537,0.3176,122454,37.803575,-122.417
418,San Francisco Conservatory of Music,0.2757,0.0,25.0,22541.0,50800.0,0.0,0.0,0.8532,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182,1.0,0.0,1.0,1.0,0.6667,0.0,0.6986,0.7059,122506,37.775543,-122.420292
419,San Francisco State University,0.2295,1532.0,0.0,5167.0,7304.0,0.4985,0.0,0.8324,3784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5326,0.5843,0.3636,0.4896,0.4322,0.627,0.3333,0.5442,0.5371,122597,37.721224,-122.476799
420,University of San Francisco,0.4443,0.0,642.0,29262.0,53472.0,0.5833,0.0,0.8107,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6885,0.7143,0.8,0.83,0.6739,0.8309,0.5,0.7338,0.7561,122612,37.776618,-122.450477
421,San Joaquin College of Law,0.0,0.0,0.0,25986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122649,36.82448,-119.697657
422,San Joaquin Delta College,0.0054,675.0,0.0,201.0,1288.0,0.0,0.6748,0.0,4275.0,0.3773,0.2581,0.1667,0.2684,0.1939,0.3973,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122658,37.995562,-121.317597
423,San Joaquin Valley College-Visalia,0.6018,0.0,109.0,7466.0,0.0,0.0,0.0,0.4862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.2,0.0,0.325,0.1755,0.4375,0.3333,0.3022,0.2824,122685,36.328049,-119.384981
424,San Joaquin Valley College-Bakersfield,0.6341,0.0,23.0,7794.0,0.0,0.0,0.6334,0.0,0.0,0.5,0.5,0.5,0.569,0.3158,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122694,35.352848,-119.062071
425,William Jessup University,0.6568,0.0,115.0,14061.0,37000.0,0.1429,0.0,0.6554,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105,0.0,0.0,0.4545,0.5,0.4,0.5,0.5559,0.6,122728,38.819728,-121.292312
426,San Jose City College,0.0066,107.0,0.0,1094.0,1366.0,0.0,0.6037,0.0,13869.0,0.4348,0.4,0.3333,0.25,0.3158,0.3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122746,37.315827,-121.926185
427,San Jose State University,0.1911,1534.0,0.0,6987.0,7852.0,0.6569,0.0,0.8725,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654,0.6649,0.8182,0.5878,0.6341,0.7923,1.0,0.6717,0.6879,122755,37.336569,-121.880621
428,College of San Mateo,0.0041,83.0,0.0,1157.0,1440.0,0.0,0.7296,0.0,4923.0,0.4733,0.5098,0.4,0.325,0.3529,0.5442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122791,37.535698,-122.334801
429,Santa Barbara Business College-Bakersfield,0.1616,0.0,0.0,15071.0,11658.0,0.0,0.0,0.0,4347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6786,0.5,0.0,0.5,0.6286,0.6571,122834,35.359544,-119.061264
430,Santa Barbara City College,0.0423,317.0,0.0,1658.0,1232.0,0.0,0.6559,0.0,4275.0,0.5101,0.5,0.0,0.4095,0.3214,0.5366,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122889,34.406788,-119.698045
431,Santa Clara University,0.2281,0.0,379.0,34256.0,55860.0,0.6667,0.0,0.9338,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9102,0.8614,1.0,0.9196,0.7647,0.9469,1.0,0.9142,0.9087,122931,37.348362,-121.93784
432,Santa Monica College,0.0089,1103.0,0.0,2388.0,1146.0,0.0,0.0,1.0,4262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3925,0.2652,0.0,0.2157,0.137,0.4426,0.6667,0.3134,0.3191,122977,34.017022,-118.469765
